"branch","description","forks","issues","name","stars","url","md5sum"
"master","The C based gRPC (C++, Node.js, Python, Ruby, Objective-C, PHP, C#)",0,0,"arkmaxim/grpc",0,"https://github.com/arkmaxim/grpc","d21d8170f0b3680d8fb81f8b9c5a5e6a"
"master","Computation using data flow graphs for scalable machine learning",0,0,"ArtsiomCh/tensorflow",0,"https://github.com/ArtsiomCh/tensorflow","f759365cca2c0b2b00eef9555a89d011"
"pedestrian_detection_walabot_tf","Real-time hazard classification and tracking with TensorFlow. Sensor Fusion with Radar to filter for false positives.",2,0,"asadziach/Honda-Pre-Collision-Assist",3,"https://github.com/asadziach/Honda-Pre-Collision-Assist","d5dd4f1dc39db0f408e1ab2ba4b7a9f5"
"master","Correct, reproducible, and fast builds for everyone.",1,0,"Asana/bazel",0,"https://github.com/Asana/bazel","1932377a45c3be6e476606cee54543b7"
"master","Correct, reproducible, and fast builds for everyone.",0,0,"asarazan/bazel",0,"https://github.com/asarazan/bazel","bce387bc5ff07d8120c76a57a27988dd"
"master","Computation using data flow graphs for scalable machine learning",1,0,"aselle/tensorflow",6,"https://github.com/aselle/tensorflow","ef92b0c147c53e2eba90f62edf521a2c"
"master","Heron is a realtime, distributed, fault-tolerant stream processing engine from Twitter",1,0,"ashvina/heron",2,"https://github.com/ashvina/heron","af9e10a998a893e36649baf474cb5009"
"master","CodeDay Atlanta 2017 ",0,0,"AsimmHirani/ISpyPi",1,"https://github.com/AsimmHirani/ISpyPi","988be0745aad808d7bbbe9cf0e86c8f7"
"msvc","Fork of google/re2 for Visual C++",0,0,"AtnNn/re2",0,"https://github.com/AtnNn/re2","ad0275f968490608c2b406acf85fb6b9"
"master","",0,0,"atumanov/ray",0,"https://github.com/atumanov/ray","49c17ee97291dc355a1b16b843e8e136"
"master","Computation using data flow graphs for scalable machine learning",1,0,"av8ramit/tensorflow",0,"https://github.com/av8ramit/tensorflow","350935688ccd903f2a3452d1ee982d15"
"master","The C based gRPC (C++, Node.js, Python, Ruby, Objective-C, PHP, C#)",0,0,"a-veitch/grpc",0,"https://github.com/a-veitch/grpc","3bb8d0109179624397117be07cce47f9"
"master","General C++ Repository",0,0,"avikpaul/cr",0,"https://github.com/avikpaul/cr","bf8c5ac031f696d625d5fbafe156009a"
"master","SIMPLE example of running TensorFlow Serving in Jupyter Notebook. Best Run inside DOCKER!",4,0,"avloss/serving",17,"https://github.com/avloss/serving","ebacf31df10b282a16631aeca9e1ea8f"
"master","Graphics API Debugger",0,0,"baldwinn860/gapid",0,"https://github.com/baldwinn860/gapid","6750f0d22ed6f64e19784bdab6370c25"
"master","This toolkit deals with GEnomic sequence and genome structure ANnotation files between inbreeding lines and species.",8,0,"baoxingsong/GEAN",31,"https://github.com/baoxingsong/GEAN","2a7953001bb9c73102e5225d7dbaf297"
"master","grpc service for webp image compression",0,0,"baranov1ch/squim",2,"https://github.com/baranov1ch/squim","b22143f5516671ba7a64a74627f62b1e"
"master","Monitors the load average and runs scripts when the load average exceeds or falls under pre-specified values.",0,0,"Barro/loadavgwatch",1,"https://github.com/Barro/loadavgwatch","101c55379fe3506386d264814a55b126"
"master","a fast, scalable, multi-language and extensible build system",3041,2060,"bazelbuild/bazel",17035,"https://github.com/bazelbuild/bazel","adc833af8fdc05f9e176ca18dffdb21c"
"master","Bazel remote caching and execution service",109,46,"bazelbuild/bazel-buildfarm",376,"https://github.com/bazelbuild/bazel-buildfarm","3ac3e9b47355869fbe54fec7a8832e0d"
"master","",16,0,"bazelbuild/bazel-federation",45,"https://github.com/bazelbuild/bazel-federation","79bd0f696c6b303f2fadf910cb4b44dc"
"main","Common useful functions and rules for Bazel",96,37,"bazelbuild/bazel-skylib",169,"https://github.com/bazelbuild/bazel-skylib","0e44b8c2f752c9ebcb5f373267197513"
"master","Repository that hosts Bazel toolchain configs for remote execution and related support tools.",86,22,"bazelbuild/bazel-toolchains",137,"https://github.com/bazelbuild/bazel-toolchains","0839598efdd757aa752f49be2055df6a"
"main","Examples for Bazel",304,34,"bazelbuild/examples",451,"https://github.com/bazelbuild/examples","be24e69f727c87aedfb59e27b4d254f7"
"master","IntelliJ plugin for Bazel projects",206,301,"bazelbuild/intellij",534,"https://github.com/bazelbuild/intellij","78966dd825bc14224006187e0e0ed1c5"
"master","Bazel rules to build apps for Apple platforms.",137,92,"bazelbuild/rules_apple",242,"https://github.com/bazelbuild/rules_apple","8d3a8e0a3040e0aff01266085a240757"
"main","C++ Rules for Bazel",48,29,"bazelbuild/rules_cc",67,"https://github.com/bazelbuild/rules_cc","13b0a3717e5d7c6c9193119c642dd9f2"
"master","D rules for Bazel",25,8,"bazelbuild/rules_d",22,"https://github.com/bazelbuild/rules_d","905e7dd6679c16f4babf819f90bae9d6"
"master","Rules for building and handling Docker images with Bazel",478,89,"bazelbuild/rules_docker",777,"https://github.com/bazelbuild/rules_docker","76e5aeba54d3bce35c40f4c709c4833e"
"master",".NET rules for Bazel",62,23,"bazelbuild/rules_dotnet",118,"https://github.com/bazelbuild/rules_dotnet","ed06e20a09aa6be1f0521c621cdcaa33"
"main","Build rules for interfacing with ""foreign"" (non-Bazel) build systems (CMake, configure-make, GNU Make, boost, ninja)",122,49,"bazelbuild/rules_foreign_cc",450,"https://github.com/bazelbuild/rules_foreign_cc","51d3c43880b1079de3ef4f9aa453f341"
"master","Bazel Starlark extensions for defining fuzz tests in Bazel projects",8,13,"bazelbuild/rules_fuzzing",39,"https://github.com/bazelbuild/rules_fuzzing","4cf330dfbd466e1434aa2415f5f0104c"
"master","Go rules for Bazel",434,202,"bazelbuild/rules_go",911,"https://github.com/bazelbuild/rules_go","9dd9769038b9549db85b594c6dab3244"
"main","",3,2,"bazelbuild/rules_license",17,"https://github.com/bazelbuild/rules_license","8b3a808489b9a914136514bf7f65bf1c"
"stable","JavaScript and NodeJS rules for Bazel",415,107,"bazelbuild/rules_nodejs",529,"https://github.com/bazelbuild/rules_nodejs","166d02bf0db397e7a69136f15ebdc5b3"
"master","Protocol buffer rules for Bazel",29,19,"bazelbuild/rules_proto",78,"https://github.com/bazelbuild/rules_proto","800e84c77621756d0d7104c2946d4f31"
"main","Rust rules for Bazel",149,114,"bazelbuild/rules_rust",261,"https://github.com/bazelbuild/rules_rust","8c798eb9ca4463a2b324528bb5472aec"
"master","Scala rules for Bazel",219,184,"bazelbuild/rules_scala",278,"https://github.com/bazelbuild/rules_scala","88ac9e13688238e4b70f01bc8a410376"
"master","Bazel rules to build Swift on Apple and Linux platforms",72,31,"bazelbuild/rules_swift",169,"https://github.com/bazelbuild/rules_swift","696e45f49d87ee8f86623f1187cd77a8"
"master","Documentation generator for Skylark",58,0,"bazelbuild/skydoc",46,"https://github.com/bazelbuild/skydoc","5f2ba1969fdfe69bcc8ef9e4ef47c87e"
"master","Stardoc: Starlark Documentation Generator",23,42,"bazelbuild/stardoc",37,"https://github.com/bazelbuild/stardoc","50dfc254eeaca791f11119577beaf0fc"
"master","Starlark Language",63,51,"bazelbuild/starlark",1051,"https://github.com/bazelbuild/starlark","a77c82cd6408522b44c2f7761d6dd460"
"master","An Xcode Project Generator For Bazel ",98,51,"bazelbuild/tulsi",410,"https://github.com/bazelbuild/tulsi","11b643a03bee2ab678eacc331b79be7f"
"master","Vim support for Bazel",19,4,"bazelbuild/vim-bazel",90,"https://github.com/bazelbuild/vim-bazel","0f7608f779c1ae2e3ce5d6fa1394aae9"
"master","Make bazel an out of box solution for C++/Java developers",56,11,"bazelment/trunk",208,"https://github.com/bazelment/trunk","4aa83ca1e28cee40cc280edb8be75d02"
"dev","Various benchmarks for C++",0,0,"bbiskup/cpp_benchmarks",0,"https://github.com/bbiskup/cpp_benchmarks","cce2d87dc9b17ecade44ae627f6113bc"
"master","",0,5,"bda2017-shallowermind/MusTGAN",1,"https://github.com/bda2017-shallowermind/MusTGAN","c07061d96f302ca6800fb882e96443c1"
"master","Google CTemplate with Bazel BUILD file",1,0,"BeeswaxIO/ctemplate",0,"https://github.com/BeeswaxIO/ctemplate","23e2dee6043bf4593b2204073d1da52f"
"master","Kythe is a pluggable, (mostly) language-agnostic ecosystem for building tools that work with code.",0,0,"benjyw/kythe",0,"https://github.com/benjyw/kythe","559098be5741e308fcf4f4a4a76ac3df"
"master","Computation using data flow graphs for scalable machine learning",1,0,"benoitsteiner/tensorflow",1,"https://github.com/benoitsteiner/tensorflow","d12a9af945ea57afbe39f057be1097f9"
"master","OpenCL support for TensorFlow",87,26,"benoitsteiner/tensorflow-opencl",445,"https://github.com/benoitsteiner/tensorflow-opencl","5e60cb62e2aaa83a09af91b47fbb3b18"
"master","Improved performance for TensorFlow on Intel hardware.",6,1,"benoitsteiner/tensorflow-xsmm",14,"https://github.com/benoitsteiner/tensorflow-xsmm","07128afbdcd703876ef1c2b73aa43544"
"master","Models built with TensorFlow",0,0,"beomyeol/models",0,"https://github.com/beomyeol/models","c25ec58c8be183677c0d81086f495258"
"master","Heron is a realtime, distributed, fault-tolerant stream processing engine from Twitter",0,0,"billonahill/heron",0,"https://github.com/billonahill/heron","e91a3a00d11d29c30a8a46d10d75c72c"
"master","rules for bazel for build cuda code",6,1,"unship/bazel_rule_cuda",7,"https://github.com/unship/bazel_rule_cuda","e1ea5abc3cbc398a313854e00b8a363d"
"master","Computation using data flow graphs for scalable machine learning",0,0,"Bismarrck/tensorflow",0,"https://github.com/Bismarrck/tensorflow","2f99555e9570b0aaf06526a13e4b5e9c"
"master","The C based gRPC (C++, Node.js, Python, Ruby, Objective-C, PHP, C#)",0,0,"bjori/grpc",0,"https://github.com/bjori/grpc","2d4096361369a67e1ef5e6abfe013e6b"
"master","Open Source Routing Machine - C++ backend",0,0,"bjtaylor1/osrm-backend",0,"https://github.com/bjtaylor1/osrm-backend","edaea6a5ed48e1068effa03595a6a349"
"master","Image library.",155,5,"bkaradzic/bimg",188,"https://github.com/bkaradzic/bimg","e20a64429088dfa3c1d16af6d284777c"
"master","SwiftShader CPU-based implementation of the OpenGL ES and Direct3D 9 graphics APIs",6,0,"bkaradzic/SwiftShader",42,"https://github.com/bkaradzic/SwiftShader","a1ad4dc2e118ce46461a7991bfcba931"
"master","build as a library",5,4,"bldy/build",17,"https://github.com/bldy/build","ea1b2ba767c85aef11feed7affe4dd9d"
"master","Visual Machine Learning of Genome-Phenome Associations",5,21,"blengerich/GenAMap",22,"https://github.com/blengerich/GenAMap","a1794db203d2b80cae9f9ab1f6a8b3c1"
"master","This c++ project implements a number of algorithms for learning Bayesian network structures using state space search techniques.",4,23,"bmmalone/urlearning-cpp",5,"https://github.com/bmmalone/urlearning-cpp","f311643aeaa589b4ebc1da1a71803ed8"
"main","Open Location Code is a library to generate short codes that can be used like street addresses, for places where street addresses don't exist.",0,0,"bocops/open-location-code",0,"https://github.com/bocops/open-location-code","dc4f28a66a83d7483b706e93d5a365e5"
"master","The C based gRPC (C++, Node.js, Python, Ruby, Objective-C, PHP, C#)",1,0,"bogdandrutu/grpc",0,"https://github.com/bogdandrutu/grpc","520db8a64a0dcef32d0a9fee3b45933e"
"master","Service centered C++ SDK for App with Qt5",1,0,"BonexGoo/Blik2D-SDK",4,"https://github.com/BonexGoo/Blik2D-SDK","f5c66888a9aa787fe2f80823aa61bfbb"
"master","Models built with TensorFlow",3,0,"bousmalis/models",1,"https://github.com/bousmalis/models","efe82d2b3aeda3ca95e7ab832b7344c8"
"master","Computation using data flow graphs for scalable machine learning",0,0,"bowang/tensorflow",2,"https://github.com/bowang/tensorflow","48975abbe0177a3d46ae24c83814f79b"
"master","CCTZ is a C++ library for translating between absolute and civil times using the rules of a time zone.",0,0,"bowlofstew/cctz",0,"https://github.com/bowlofstew/cctz","914d3e1782f8a70819c624f99820d3ee"
"master","Hello Bazel build system in docker!",0,0,"bowlofstew/hello-bazel",0,"https://github.com/bowlofstew/hello-bazel","6644bde8c05829bb4a3fec4d537901e6"
"master","Kythe is a pluggable, (mostly) language-agnostic ecosystem for building tools that work with code.",0,0,"bowlofstew/kythe",0,"https://github.com/bowlofstew/kythe","a30624163a7c3a3e38c7dc9bc27cca88"
"master","RE2 is a fast, safe, thread-friendly alternative to backtracking regular expression engines like those used in PCRE, Perl, and Python. It is a C++ library.",0,0,"bowlofstew/re2",0,"https://github.com/bowlofstew/re2","4b7f8b8ec655ebd501dcee5705734149"
"master","A raytracer written in C",0,0,"BradleyMarie/iris",0,"https://github.com/BradleyMarie/iris","296f0ae356bb308f89de6bc65b355ee3"
"master","static link of grok3d with a test application",0,0,"brandonpollack23/grok3d",2,"https://github.com/brandonpollack23/grok3d","950b74bd0230edaf148477ca3354f9bf"
"master","Computation using data flow graphs for scalable machine learning",0,0,"brchiu/tensorflow",0,"https://github.com/brchiu/tensorflow","a550ce6d1d147040a6d808ba33770b6f"
"master","Bayesian co-estimation of phylogenies and multiple alignments via MCMC",15,2,"bredelings/BAli-Phy",30,"https://github.com/bredelings/BAli-Phy","73b3b9a2b978479fe8b4d2f7eaccb39f"
"master"," Open source software library for numerical computation using data flow graphs.",0,0,"brendandburns/tensorflow",0,"https://github.com/brendandburns/tensorflow","553df7325ad218fa418275b0593a767b"
"master","",0,0,"brendandouglas/intellij",0,"https://github.com/brendandouglas/intellij","df610b9300d0a083497fc3c90fb7d613"
"master","Laser show projection software, and ILDA handling library",9,3,"brendan-w/lzr",43,"https://github.com/brendan-w/lzr","04621b63b1753035e584c1786b96dc85"
"master","Laser show projection software, and ILDA handling library",9,3,"brendan-w/lzr",43,"https://github.com/brendan-w/lzr","04621b63b1753035e584c1786b96dc85"
"master","Brewing temperature control firmware for the BrewPi Spark (Particle Photon inside)",58,8,"BrewPi/firmware",90,"https://github.com/BrewPi/firmware","b757e1911a50391a9b8ec39d39181177"
"master"," Open source software library for numerical computation using data flow graphs.",0,0,"brodyh/tensorflow",2,"https://github.com/brodyh/tensorflow","0d3d270ed9abfe942f3c8d2f6effdece"
